"no","code","description","function","authorization"
"1","CPQ000","""RESERVED"" Main Menu","Partner Direct Menu","FWHSRVIEW1"
"1","CPQ000","""RESERVED"" Main Menu","Partner Direct Menu","FWHSRVIEW2"
"1","CPQ000","""RESERVED"" Main Menu","Partner Direct Menu","FYVSCMAINT"
"1","CPQ000","""RESERVED"" Main Menu","Partner Direct Menu","ITVISTASUP"
"1","CPQ000","""RESERVED"" Main Menu","Partner Direct Menu","KOHLHART"
"1","CPQ000","""RESERVED"" Main Menu","Partner Direct Menu","OECLERK"
"1","CPQ000","""RESERVED"" Main Menu","Partner Direct Menu","OESUPR"
"1","CPQ000","""RESERVED"" Main Menu","Partner Direct Menu","PROGRAMMER"
"1","CPQ000","""RESERVED"" Main Menu","Partner Direct Menu","PURSPEC"
"1","CPQ000","""RESERVED"" Main Menu","Partner Direct Menu","PURSUPR"
"1","CPQ000","""RESERVED"" Main Menu","Partner Direct Menu","PURSUPR2"
"1","CPQ000","""RESERVED"" Main Menu","Partner Direct Menu","STUDENTPRF"
"1","CPQ000","""RESERVED"" Main Menu","Partner Direct Menu","TCMANAGER1"
"1","CPQ000","""RESERVED"" Main Menu","Partner Direct Menu","TELECAT"
"1","CPQ000","""RESERVED"" Main Menu","Partner Direct Menu","TELESALES"
"1","CPQ000","""RESERVED"" Main Menu","Partner Direct Menu","TELE3PO"
"1","CPQ000","""RESERVED"" Main Menu","Partner Direct Menu","TRAFFIC"
"1","CPQ000","""RESERVED"" Main Menu","Partner Direct Menu","TRAFFIC2"
"1","CPQ000","""RESERVED"" Main Menu","Partner Direct Menu","TRAFFIC5"
"1","CPQ000","""RESERVED"" Main Menu","Partner Direct Menu","WHSCFGUSER"
"1","CPQ000","""RESERVED"" Main Menu","Partner Direct Menu","WHSRETURNS"
"1","CPQ000","""RESERVED"" Main Menu","Partner Direct Menu","WHSREVIEW1"
"1","CPQ000","""RESERVED"" Main Menu","Partner Direct Menu","WHSREVIEW2"
"1","CPQ000","""RESERVED"" Main Menu","Partner Direct Menu","YVSCMAINT"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","ALLUSROPT"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","ARCLERK2"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","CISSPEC4"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","CPQCREDIT2"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","CUSTSETUP"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","DATAADMIN"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","DOAPROCESS"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","FALLUSROPT"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","FARCLERK2"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","FCISSPEC4"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","FCPQCRED2"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","FCUSTSETUP"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","FDATAADMIN"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","FDOAPROCES"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","FINVMNGT"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","FINVMNGT2"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","FKOHLHART"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","FOECLERK"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","FOESUPR"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","FPROGRAMMR"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","FPURSPEC"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","FPURSUPR"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","FPURSUPR2"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","FSTUDENTPR"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","FVISTASUP"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","FWHSMNGT"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","FWHSRETURN"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","FWHSRVIEW2"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","INVMNGT"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","INVMNGT2"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","ITVISTASUP"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","KOHLHART"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","OECLERK"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","OESUPR"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","PROGRAMMER"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","PURSPEC"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","PURSUPR"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","PURSUPR2"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","STUDENTPRF"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","WHSMNGT"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","WHSRETURNS"
"2","CPQ000","""RESERVED"" Main Menu","Direct Plus Menu","WHSREVIEW2"
"3","CPQ000","""RESERVED"" Main Menu","MAD Menu","ARCLERK"
"3","CPQ000","""RESERVED"" Main Menu","MAD Menu","ARCLERK3"
"3","CPQ000","""RESERVED"" Main Menu","MAD Menu","CUSTSETUP"
"3","CPQ000","""RESERVED"" Main Menu","MAD Menu","DATAADMIN"
"3","CPQ000","""RESERVED"" Main Menu","MAD Menu","DOAPROCESS"
"3","CPQ000","""RESERVED"" Main Menu","MAD Menu","FARCLERK"
"3","CPQ000","""RESERVED"" Main Menu","MAD Menu","FARCLERK3"
"3","CPQ000","""RESERVED"" Main Menu","MAD Menu","FCUSTSETUP"
"3","CPQ000","""RESERVED"" Main Menu","MAD Menu","FDATAADMIN"
"3","CPQ000","""RESERVED"" Main Menu","MAD Menu","FKOHLHART"
"3","CPQ000","""RESERVED"" Main Menu","MAD Menu","FOECLERK"
"3","CPQ000","""RESERVED"" Main Menu","MAD Menu","FOESUPR"
"3","CPQ000","""RESERVED"" Main Menu","MAD Menu","FPROGRAMMR"
"3","CPQ000","""RESERVED"" Main Menu","MAD Menu","FSTUDENTPR"
"3","CPQ000","""RESERVED"" Main Menu","MAD Menu","FVISTASUP"
"3","CPQ000","""RESERVED"" Main Menu","MAD Menu","FWHSRETURN"
"3","CPQ000","""RESERVED"" Main Menu","MAD Menu","ITVISTASUP"
"3","CPQ000","""RESERVED"" Main Menu","MAD Menu","KOHLHART"
"3","CPQ000","""RESERVED"" Main Menu","MAD Menu","OECLERK"
"3","CPQ000","""RESERVED"" Main Menu","MAD Menu","OESUPR"
"3","CPQ000","""RESERVED"" Main Menu","MAD Menu","PROGRAMMER"
"3","CPQ000","""RESERVED"" Main Menu","MAD Menu","STUDENTPRF"
"3","CPQ000","""RESERVED"" Main Menu","MAD Menu","WHSRETURNS"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","ACCTSUPR"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","CISSPEC4"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","CPQIEGSTAT"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","CPQORDDATA"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","CPQORDSTAT"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","CUSTSETUP"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","CUSTSETUP2"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","DATAADMIN"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","FACCTSUPR"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","FCISSPEC4"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","FCPQIEGSTA"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","FCPQORDATA"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","FCPQORDSTA"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","FCUSTSETUP"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","FCUSTSETU2"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","FDATAADMIN"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","FINVMNGT"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","FINVMNGT2"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","FKOHLHART"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","FOECLERK"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","FOESUPR"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","FPROGRAMMR"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","FPURSUPR"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","FSTUDENTPR"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","FTELECAT"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","FTELESALES"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","FTELE3PO"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","FVISTASUP"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","FWAVEGEN"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","FWHSMNGT"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","FWHSRETURN"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","FWHSRVIEW1"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","FWHSRVIEW2"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","INVMNGT"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","INVMNGT2"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","ITVISTASUP"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","KOHLHART"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","OECLERK"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","OESUPR"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","PROGRAMMER"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","PURSUPR"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","STUDENTPRF"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","TELECAT"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","TELESALES"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","TELE3PO"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","WAVEGEN"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","WHSMNGT"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","WHSRETURNS"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","WHSREVIEW1"
"4","CPQ000","""RESERVED"" Main Menu","GEM Menu","WHSREVIEW2"
"5","CPQ000","""RESERVED"" Main Menu","Canada/International Menu","CUSTSETUP"
"5","CPQ000","""RESERVED"" Main Menu","Canada/International Menu","FCUSTSETUP"
"5","CPQ000","""RESERVED"" Main Menu","Canada/International Menu","FKOHLHART"
"5","CPQ000","""RESERVED"" Main Menu","Canada/International Menu","FOESUPR"
"5","CPQ000","""RESERVED"" Main Menu","Canada/International Menu","FPROGRAMMR"
"5","CPQ000","""RESERVED"" Main Menu","Canada/International Menu","FSTUDENTPR"
"5","CPQ000","""RESERVED"" Main Menu","Canada/International Menu","FTRAFFIC"
"5","CPQ000","""RESERVED"" Main Menu","Canada/International Menu","FTRAFFIC2"
"5","CPQ000","""RESERVED"" Main Menu","Canada/International Menu","FTRAFFIC5"
"5","CPQ000","""RESERVED"" Main Menu","Canada/International Menu","FVISTASUP"
"5","CPQ000","""RESERVED"" Main Menu","Canada/International Menu","ITVISTASUP"
"5","CPQ000","""RESERVED"" Main Menu","Canada/International Menu","KOHLHART"
"5","CPQ000","""RESERVED"" Main Menu","Canada/International Menu","OESUPR"
"5","CPQ000","""RESERVED"" Main Menu","Canada/International Menu","PROGRAMMER"
"5","CPQ000","""RESERVED"" Main Menu","Canada/International Menu","STUDENTPRF"
"5","CPQ000","""RESERVED"" Main Menu","Canada/International Menu","TRAFFIC"
"5","CPQ000","""RESERVED"" Main Menu","Canada/International Menu","TRAFFIC2"
"5","CPQ000","""RESERVED"" Main Menu","Canada/International Menu","TRAFFIC5"
"6","CPQ000","""RESERVED"" Main Menu","Toss Menu","CUSTSETUP"
"6","CPQ000","""RESERVED"" Main Menu","Toss Menu","DOAPROCESS"
"6","CPQ000","""RESERVED"" Main Menu","Toss Menu","EXPPRICE"
"6","CPQ000","""RESERVED"" Main Menu","Toss Menu","FCUSTSETUP"
"6","CPQ000","""RESERVED"" Main Menu","Toss Menu","FDOAPROCES"
"6","CPQ000","""RESERVED"" Main Menu","Toss Menu","FEXPPRICE"
"6","CPQ000","""RESERVED"" Main Menu","Toss Menu","FKOHLHART"
"6","CPQ000","""RESERVED"" Main Menu","Toss Menu","FPROGRAMMR"
"6","CPQ000","""RESERVED"" Main Menu","Toss Menu","FSTUDENTPR"
"6","CPQ000","""RESERVED"" Main Menu","Toss Menu","FVISTASUP"
"6","CPQ000","""RESERVED"" Main Menu","Toss Menu","ITVISTASUP"
"6","CPQ000","""RESERVED"" Main Menu","Toss Menu","KOHLHART"
"6","CPQ000","""RESERVED"" Main Menu","Toss Menu","PROGRAMMER"
"6","CPQ000","""RESERVED"" Main Menu","Toss Menu","STUDENTPRF"
"1","CSM001","Client Services Menu","Team Maintenance","CUSTSETUP"
"1","CSM001","Client Services Menu","Team Maintenance","FCUSTSETUP"
"1","CSM001","Client Services Menu","Team Maintenance","FPROGRAMMR"
"1","CSM001","Client Services Menu","Team Maintenance","PROGRAMMER"
"1","CTC000","CTI Inventory Control Menu","Warehouse Location Inquiry","FPROGRAMMR"
"1","CTC000","CTI Inventory Control Menu","Warehouse Location Inquiry","FVMSSUPR"
"1","CTC000","CTI Inventory Control Menu","Warehouse Location Inquiry","FVMSWHS"
"1","CTC000","CTI Inventory Control Menu","Warehouse Location Inquiry","PROGRAMMER"
"1","CTC000","CTI Inventory Control Menu","Warehouse Location Inquiry","VMSSUPR"
"1","CTC000","CTI Inventory Control Menu","Warehouse Location Inquiry","VMSWHS"
"2","CTC000","CTI Inventory Control Menu","Inventory ADJ/Transfer","FPROGRAMMR"
"2","CTC000","CTI Inventory Control Menu","Inventory ADJ/Transfer","FVMSSUPR"
"2","CTC000","CTI Inventory Control Menu","Inventory ADJ/Transfer","FVMSWHS"
"2","CTC000","CTI Inventory Control Menu","Inventory ADJ/Transfer","PROGRAMMER"
"2","CTC000","CTI Inventory Control Menu","Inventory ADJ/Transfer","VMSSUPR"
"2","CTC000","CTI Inventory Control Menu","Inventory ADJ/Transfer","VMSWHS"
"3","CTC000","CTI Inventory Control Menu","Item Status Inquiry","FPROGRAMMR"
"3","CTC000","CTI Inventory Control Menu","Item Status Inquiry","FVMSSUPR"
"3","CTC000","CTI Inventory Control Menu","Item Status Inquiry","FVMSWHS"
"3","CTC000","CTI Inventory Control Menu","Item Status Inquiry","PROGRAMMER"
"3","CTC000","CTI Inventory Control Menu","Item Status Inquiry","VMSSUPR"
"3","CTC000","CTI Inventory Control Menu","Item Status Inquiry","VMSWHS"
"4","CTC000","CTI Inventory Control Menu","Display Posted Product","FPROGRAMMR"
"4","CTC000","CTI Inventory Control Menu","Display Posted Product","FVMSSUPR"
"4","CTC000","CTI Inventory Control Menu","Display Posted Product","FVMSWHS"
"4","CTC000","CTI Inventory Control Menu","Display Posted Product","PROGRAMMER"
"4","CTC000","CTI Inventory Control Menu","Display Posted Product","VMSSUPR"
"4","CTC000","CTI Inventory Control Menu","Display Posted Product","VMSWHS"
"5","CTC000","CTI Inventory Control Menu","Serial Mask File Maint.","FPROGRAMMR"
"5","CTC000","CTI Inventory Control Menu","Serial Mask File Maint.","FVMSSUPR"
"5","CTC000","CTI Inventory Control Menu","Serial Mask File Maint.","FVMSWHS"
"5","CTC000","CTI Inventory Control Menu","Serial Mask File Maint.","PROGRAMMER"
"5","CTC000","CTI Inventory Control Menu","Serial Mask File Maint.","VMSSUPR"
"5","CTC000","CTI Inventory Control Menu","Serial Mask File Maint.","VMSWHS"
"6","CTC000","CTI Inventory Control Menu","Item# Transaction Analysis","FPROGRAMMR"
"6","CTC000","CTI Inventory Control Menu","Item# Transaction Analysis","FVMSSUPR"
"6","CTC000","CTI Inventory Control Menu","Item# Transaction Analysis","FVMSWHS"
"6","CTC000","CTI Inventory Control Menu","Item# Transaction Analysis","PROGRAMMER"
"6","CTC000","CTI Inventory Control Menu","Item# Transaction Analysis","VMSSUPR"
"6","CTC000","CTI Inventory Control Menu","Item# Transaction Analysis","VMSWHS"
"7","CTC000","CTI Inventory Control Menu","DARS Location Maintenance","FPROGRAMMR"
"7","CTC000","CTI Inventory Control Menu","DARS Location Maintenance","FVMSSUPR"
"7","CTC000","CTI Inventory Control Menu","DARS Location Maintenance","FVMSWHS"
"7","CTC000","CTI Inventory Control Menu","DARS Location Maintenance","PROGRAMMER"
"7","CTC000","CTI Inventory Control Menu","DARS Location Maintenance","VMSSUPR"
"7","CTC000","CTI Inventory Control Menu","DARS Location Maintenance","VMSWHS"
"8","CTC000","CTI Inventory Control Menu","Pick-Module Maintenance","FPROGRAMMR"
"8","CTC000","CTI Inventory Control Menu","Pick-Module Maintenance","FVMSSUPR"
"8","CTC000","CTI Inventory Control Menu","Pick-Module Maintenance","FVMSWHS"
"8","CTC000","CTI Inventory Control Menu","Pick-Module Maintenance","PROGRAMMER"
"8","CTC000","CTI Inventory Control Menu","Pick-Module Maintenance","VMSSUPR"
"8","CTC000","CTI Inventory Control Menu","Pick-Module Maintenance","VMSWHS"
"9","CTC000","CTI Inventory Control Menu","Location Master Maint.","FPROGRAMMR"
"9","CTC000","CTI Inventory Control Menu","Location Master Maint.","FVMSSUPR"
"9","CTC000","CTI Inventory Control Menu","Location Master Maint.","FVMSWHS"
"9","CTC000","CTI Inventory Control Menu","Location Master Maint.","PROGRAMMER"
"9","CTC000","CTI Inventory Control Menu","Location Master Maint.","VMSSUPR"
"9","CTC000","CTI Inventory Control Menu","Location Master Maint.","VMSWHS"
"10","CTC000","CTI Inventory Control Menu","Wand & Location Management","FPROGRAMMR"
"10","CTC000","CTI Inventory Control Menu","Wand & Location Management","FVMSSUPR"
"10","CTC000","CTI Inventory Control Menu","Wand & Location Management","FVMSWHS"
"10","CTC000","CTI Inventory Control Menu","Wand & Location Management","PROGRAMMER"
"10","CTC000","CTI Inventory Control Menu","Wand & Location Management","VMSSUPR"
"10","CTC000","CTI Inventory Control Menu","Wand & Location Management","VMSWHS"
"11","CTC000","CTI Inventory Control Menu","Work with Inventory Transfers","FPROGRAMMR"
"11","CTC000","CTI Inventory Control Menu","Work with Inventory Transfers","FVMSSUPR"
"11","CTC000","CTI Inventory Control Menu","Work with Inventory Transfers","FVMSWHS"
"11","CTC000","CTI Inventory Control Menu","Work with Inventory Transfers","PROGRAMMER"
"11","CTC000","CTI Inventory Control Menu","Work with Inventory Transfers","VMSSUPR"
"11","CTC000","CTI Inventory Control Menu","Work with Inventory Transfers","VMSWHS"
"12","CTC000","CTI Inventory Control Menu","Recapture Bad Serial Numbers","FPROGRAMMR"
"12","CTC000","CTI Inventory Control Menu","Recapture Bad Serial Numbers","FVMSSUPR"
"12","CTC000","CTI Inventory Control Menu","Recapture Bad Serial Numbers","FVMSWHS"
"12","CTC000","CTI Inventory Control Menu","Recapture Bad Serial Numbers","PROGRAMMER"
"12","CTC000","CTI Inventory Control Menu","Recapture Bad Serial Numbers","VMSSUPR"
"12","CTC000","CTI Inventory Control Menu","Recapture Bad Serial Numbers","VMSWHS"
"1","CTC100","FOXCONN INVENTORY MENU","Warehouse Location Inquiry","FPROGRAMMR"
"1","CTC100","FOXCONN INVENTORY MENU","Warehouse Location Inquiry","PROGRAMMER"
"2","CTC100","FOXCONN INVENTORY MENU","One Step Adj/Trans Both","FPROGRAMMR"
"2","CTC100","FOXCONN INVENTORY MENU","One Step Adj/Trans Both","PROGRAMMER"
"3","CTC100","FOXCONN INVENTORY MENU","One Step Adj/Trans Slt P/L/B","FPROGRAMMR"
"3","CTC100","FOXCONN INVENTORY MENU","One Step Adj/Trans Slt P/L/B","PROGRAMMER"
"4","CTC100","FOXCONN INVENTORY MENU","Items Status Inquiry","FPROGRAMMR"
"4","CTC100","FOXCONN INVENTORY MENU","Items Status Inquiry","PROGRAMMER"
"5","CTC100","FOXCONN INVENTORY MENU","Order Inquiry","FPROGRAMMR"
"5","CTC100","FOXCONN INVENTORY MENU","Order Inquiry","PROGRAMMER"
"6","CTC100","FOXCONN INVENTORY MENU","Order Inquiry By Item#","FPROGRAMMR"
"6","CTC100","FOXCONN INVENTORY MENU","Order Inquiry By Item#","PROGRAMMER"
"7","CTC100","FOXCONN INVENTORY MENU","Pick Ticket Reprint/Reset","FPROGRAMMR"
"7","CTC100","FOXCONN INVENTORY MENU","Pick Ticket Reprint/Reset","PROGRAMMER"
"8","CTC100","FOXCONN INVENTORY MENU","Pick Module Maintenance","FPROGRAMMR"
"8","CTC100","FOXCONN INVENTORY MENU","Pick Module Maintenance","PROGRAMMER"
"9","CTC100","FOXCONN INVENTORY MENU","Available RIP Location Inquiry","FPROGRAMMR"
"9","CTC100","FOXCONN INVENTORY MENU","Available RIP Location Inquiry","PROGRAMMER"
"10","CTC100","FOXCONN INVENTORY MENU","Warehouse Locator Report","FPROGRAMMR"
"10","CTC100","FOXCONN INVENTORY MENU","Warehouse Locator Report","PROGRAMMER"
"11","CTC100","FOXCONN INVENTORY MENU","Warehouse Location By Item#","FPROGRAMMR"
"11","CTC100","FOXCONN INVENTORY MENU","Warehouse Location By Item#","PROGRAMMER"
"12","CTC100","FOXCONN INVENTORY MENU","Reason Code Report","FPROGRAMMR"
"12","CTC100","FOXCONN INVENTORY MENU","Reason Code Report","PROGRAMMER"
"1","CTI000","CTI Main Menu","Inventory Control Menu","FPROGRAMMR"
"1","CTI000","CTI Main Menu","Inventory Control Menu","FVMSSUPR"
"1","CTI000","CTI Main Menu","Inventory Control Menu","FVMSWHS"
"1","CTI000","CTI Main Menu","Inventory Control Menu","PROGRAMMER"
"1","CTI000","CTI Main Menu","Inventory Control Menu","VMSSUPR"
"1","CTI000","CTI Main Menu","Inventory Control Menu","VMSWHS"
"2","CTI000","CTI Main Menu","Shipping Menu","FPROGRAMMR"
"2","CTI000","CTI Main Menu","Shipping Menu","FVMSSUPR"
"2","CTI000","CTI Main Menu","Shipping Menu","FVMSWHS"
"2","CTI000","CTI Main Menu","Shipping Menu","PROGRAMMER"
"2","CTI000","CTI Main Menu","Shipping Menu","VMSSUPR"
"2","CTI000","CTI Main Menu","Shipping Menu","VMSWHS"
"3","CTI000","CTI Main Menu","Recieving Menu","FPROGRAMMR"
"3","CTI000","CTI Main Menu","Recieving Menu","FVMSSUPR"
"3","CTI000","CTI Main Menu","Recieving Menu","FVMSWHS"
"3","CTI000","CTI Main Menu","Recieving Menu","PROGRAMMER"
"3","CTI000","CTI Main Menu","Recieving Menu","VMSSUPR"
"3","CTI000","CTI Main Menu","Recieving Menu","VMSWHS"
"8","CTI000","CTI Main Menu","RF Wand Menu","FPROGRAMMR"
"8","CTI000","CTI Main Menu","RF Wand Menu","FVMSSUPR"
"8","CTI000","CTI Main Menu","RF Wand Menu","FVMSWHS"
"8","CTI000","CTI Main Menu","RF Wand Menu","PROGRAMMER"
